,timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,compassX,compassY,compassZ,fusionPoseX,fusionPoseY,fusionPoseZ,tiltHeading,pressure,temperature,humidity,dt
604,2023-04-24T23:22:06.080Z,0.0431879982352256,0.1466439962387085,0.684175968170166,3.984413146972656,-0.051352635025978,-0.118204541504383,-56.61859130859375,31.31144905090332,83.80364990234375,0.7899287343025208,-0.0437988266348838,-2.9252498149871826,-2.9339747428894043,1006.724853515625,42.73758316040039,16.559852600097656,30.308
606,2023-04-24T23:22:06.181Z,0.0141519997268915,-0.0107359997928142,-0.0417240001261234,7.158774375915527,0.0268381182104349,-0.2703099846839905,-56.16167449951172,35.47356033325195,81.99211883544922,1.5180109739303589,-0.0360407680273056,-2.9378561973571777,2.647023677825928,1006.726318359375,42.57367706298828,17.019073486328125,30.409
608,2023-04-24T23:22:06.281Z,0.0141519997268915,-0.0109799997881054,-0.047335997223854,7.200007915496826,0.2360594570636749,-0.346057265996933,-55.62253952026367,40.13605117797852,75.72129821777344,2.2281970977783203,-0.0253642294555902,-2.9193153381347656,2.51293420791626,1006.7314453125,42.68294525146485,16.564926147460938,30.509
610,2023-04-24T23:22:06.381Z,0.0148839997127652,-0.0151279997080564,-0.0578279979526996,7.256207466125488,0.4159592986106872,-0.4978573024272918,-54.004032135009766,42.68444061279297,63.44423675537109,2.9286773204803467,-0.0412549078464508,-2.87558388710022,2.5163533687591557,1006.73779296875,42.57367706298828,16.707006454467773,30.609
612,2023-04-24T23:22:06.482Z,1.4510679244995115,-1.607471942901611,-3.1546759605407715,7.18901252746582,0.4920119941234588,-0.7028025388717651,-51.28682708740234,41.69355392456055,49.29658889770508,-2.665024995803833,-0.1018020212650299,-2.8329057693481445,2.582852602005005,1006.737548828125,42.7011604309082,16.628355026245117,30.71
614,2023-04-24T23:22:06.582Z,0.0190319996327161,-0.0017079999670386,-0.0278159994632005,-3.470280647277832,-3.3827061653137207,1.2782334089279177,-50.02586364746094,40.20644378662109,40.06447219848633,-3.0236079692840576,0.2370923608541488,-2.88321590423584,2.002784252166748,1006.749755859375,42.646522521972656,16.473588943481445,30.81
616,2023-04-24T23:22:06.682Z,0.0197639986872673,0.0019519999623298,-0.0290360003709793,-3.546638965606689,-3.4181363582611084,0.6398792266845703,-49.76749038696289,40.26555633544922,34.826377868652344,2.859201669692993,0.5421211123466492,-3.0057902336120605,2.069743633270264,1006.751708984375,42.591888427734375,16.410160064697266,30.91
618,2023-04-24T23:22:06.782Z,0.0058559998869895,0.002195999957621,-0.0185439996421337,-3.41713547706604,-0.4817071855068207,1.6701034307479858,-49.874393463134766,41.09124374389648,32.17030334472656,2.430600881576538,0.4851589202880859,3.0720787048339844,2.295439481735229,1006.7578125,42.591888427734375,16.694320678710938,31.01
620,2023-04-24T23:22:06.882Z,-0.802515983581543,0.6170759797096252,-0.0609999969601631,-2.7231924533843994,-0.1445095837116241,2.501491069793701,-48.845516204833984,42.77099609375,31.969043731689453,2.090271472930908,0.3167384266853332,2.869290351867676,1.5339748859405518,1006.7607421875,42.57367706298828,16.52179527282715,31.11
622,2023-04-24T23:22:06.983Z,-0.1100439950823783,0.2442439943552017,0.0788119956851005,0.1249666884541511,0.2159009128808975,6.038095474243164,-46.2136116027832,45.0219955444336,33.27243423461914,2.0717341899871826,-0.1982437223196029,2.599542617797852,2.450406551361084,1006.773193359375,42.591888427734375,16.37464141845703,31.211
624,2023-04-24T23:22:07.084Z,0.0165919996798038,0.0121999997645616,-0.0124439997598528,0.0623530074954032,-0.1921570599079132,1.6248993873596191,-41.40328979492188,46.55959701538086,34.68754577636719,2.1076433658599854,-0.3403818607330322,2.49259877204895,2.122180938720703,1006.780517578125,42.646522521972656,16.52686882019043,31.312
626,2023-04-24T23:22:07.184Z,0.018300000578165,0.0444080010056495,-0.0217159986495971,2.0840115547180176,-0.928860604763031,-0.6533224582672119,-37.56623077392578,48.34967803955078,35.21763610839844,2.3194942474365234,-0.2348386347293853,2.4525771141052246,2.2752022743225098,1006.7958984375,42.61009979248047,16.438068389892578,31.412
628,2023-04-24T23:22:07.285Z,-0.1173639968037605,0.6849079728126526,-0.5719360113143921,2.846065759658813,-0.0944186374545097,-0.3100162446498871,-35.78458404541016,49.58014297485352,33.46051025390625,2.5950863361358643,-0.2001376301050186,2.4646313190460205,2.0961830615997314,1006.804443359375,42.46440505981445,16.432994842529297,31.513
630,2023-04-24T23:22:07.386Z,0.0046359999105334,0.7173599600791931,-0.6829559803009033,2.356457471847534,0.0262272525578737,-0.0885775759816169,-34.398468017578125,50.13331604003906,30.73040771484375,2.8207390308380127,-0.1933156549930572,2.467808485031128,2.1160387992858887,1006.811767578125,42.44619369506836,16.32897186279297,31.614
632,2023-04-24T23:22:07.487Z,0.0168359987437725,0.5460720062255859,-0.7593280076980591,3.427304267883301,0.0619628652930259,-0.0604777708649635,-33.27277374267578,49.62945175170898,26.757125854492188,-3.1336262226104736,-0.1927441656589508,2.468772649765014,2.10923171043396,1006.8115234375,42.50082778930664,16.407623291015625,31.715
634,2023-04-24T23:22:07.588Z,-0.0509959980845451,0.0239119995385408,-1.1999919414520264,5.469732284545898,0.2562180161476135,-0.1398902535438537,-32.786617279052734,47.2271614074707,21.75010108947754,-2.606483221054077,-0.2137666046619415,2.470895290374756,2.1855175495147705,1006.81884765625,42.519039154052734,16.41269874572754,31.816
636,2023-04-24T23:22:07.689Z,0.2510759830474853,-0.7068679928779602,-0.7319999933242798,4.837486743927002,0.3505966961383819,-0.0027510076761245,-32.812095642089844,42.87492752075195,17.164880752563477,-2.126885175704956,-0.2384875118732452,2.445927619934082,2.4260332584381104,1006.81103515625,42.646522521972656,16.255395889282227,31.917
638,2023-04-24T23:22:07.790Z,0.0695400014519691,-0.7685999870300293,-0.4862920045852661,2.2046573162078857,-0.0510471984744071,0.102012388408184,-33.0452766418457,38.03234100341797,14.538304328918455,-1.9105827808380127,-0.2250549495220184,2.455223798751831,2.878683567047119,1006.818359375,42.591888427734375,16.602983474731445,32.018
640,2023-04-24T23:22:07.891Z,-0.0239119995385408,-0.9230519533157348,-0.3872279822826385,1.1979514360427856,-0.0351647064089775,0.0119097605347633,-33.27102279663086,33.547874450683594,12.97464370727539,-1.795609951019287,-0.2193031907081604,2.472114562988281,3.111900568008423,1006.820556640625,42.646522521972656,16.56999969482422,32.119
642,2023-04-24T23:22:07.992Z,0.0361119993031024,-0.9311040043830872,-0.3289119899272918,0.3897767663002014,0.0048469696193933,-0.0329888388514518,-33.434818267822266,29.876298904418945,12.070915222167969,-1.7606104612350464,-0.2201739251613617,2.487075090408325,-3.097245931625366,1006.815673828125,42.66473388671875,16.488811492919922,32.22
644,2023-04-24T23:22:08.093Z,0.0053679998964071,-0.9279319643974304,-0.3542879819869995,-0.4318369626998901,-0.0033997111022472,0.0351226404309272,-33.666656494140625,26.81583976745605,11.275132179260254,-1.8081392049789429,-0.2134521156549453,2.50082802772522,-3.112696647644043,1006.814208984375,42.61009979248047,16.453292846679688,32.321
646,2023-04-24T23:22:08.194Z,0.0107359997928142,-0.8991400003433228,-0.4457879960536957,-0.9852808713912964,0.0060687009245157,0.0378715321421623,-33.846527099609375,24.630672454833984,10.112105369567873,-1.910775184631348,-0.2068019658327102,2.5112738609313965,3.085599660873413,1006.81640625,42.591888427734375,16.557313919067383,32.422
648,2023-04-24T23:22:08.295Z,0.0,-0.8400920033454895,-0.517035961151123,-1.744891881942749,0.0647117644548416,-0.0256584510207176,-33.77762222290039,23.380937576293945,8.957684516906738,-2.087155818939209,-0.2078728377819061,2.5165555477142334,3.005479097366333,1006.814453125,42.646522521972656,16.430458068847656,32.523
650,2023-04-24T23:22:08.396Z,0.0480679981410503,-0.7700639963150024,-0.7612800002098083,-3.711572647094727,0.2220095694065094,-0.1511912643909454,-33.627296447753906,23.344350814819336,7.054147720336914,-2.454465627670288,-0.2294893115758896,2.5150508880615234,2.8056793212890625,1006.81005859375,42.591888427734375,15.661704063415527,32.624
652,2023-04-24T23:22:08.497Z,0.1932480037212371,-0.0788119956851005,-1.5835599899291992,-5.426271438598633,0.1328232437372207,-0.0424572452902793,-33.32223892211914,25.409481048583984,5.396918296813965,-2.9911551475524902,-0.2405267059803009,2.51296615600586,2.4803762435913086,1006.8095703125,42.62831115722656,16.564926147460938,32.725
654,2023-04-24T23:22:08.598Z,-0.006343999877572,0.2984119951725006,-0.7817760109901428,-2.9583756923675537,0.0928115621209144,0.1010960862040519,-32.82059097290039,29.08878517150879,5.314334869384766,2.9938740730285645,-0.2444436997175216,2.501337766647339,2.4160618782043457,1006.809326171875,42.62831115722656,16.577611923217773,32.826
656,2023-04-24T23:22:08.698Z,-0.0390399992465972,0.5770599842071533,-0.7783600091934204,-0.488036572933197,0.0460803732275962,0.0106880292296409,-32.31287384033203,32.71542739868164,6.149868011474609,2.9364283084869385,-0.2429643273353576,2.499997615814209,2.3847031593322754,1006.80615234375,42.61009979248047,16.663875579833984,32.926
658,2023-04-24T23:22:08.798Z,0.052947998046875,0.3542879819869995,-0.9115839600563048,2.1389894485473637,0.0439423471689224,-0.0549799874424934,-31.828298568725582,35.476741790771484,6.44029426574707,3.140633344650269,-0.2422404885292053,2.5027830600738525,2.308147668838501,1006.806396484375,42.7011604309082,16.585224151611328,33.026
660,2023-04-24T23:22:08.898Z,0.1005280017852783,0.1268799901008606,-1.09580397605896,3.91996693611145,0.1752783805131912,-0.0693353191018104,-31.55263900756836,36.56579208374024,5.740235328674316,-2.7659149169921875,-0.255987286567688,2.502473831176758,2.2729432582855225,1006.80859375,42.62831115722656,16.425382614135742,33.126
662,2023-04-24T23:22:08.998Z,0.0597799979150295,-0.6429399847984314,-1.0301679372787476,3.9291298389434814,0.4672719538211822,-0.2758077681064605,-31.8081111907959,35.32583236694336,4.289788246154785,-2.381617307662964,-0.3037847578525543,2.499070644378662,2.407104969024658,1006.808837890625,42.646522521972656,16.204652786254883,33.226
664,2023-04-24T23:22:09.097Z,-0.0534359999001026,-0.7510319948196411,-0.6314719915390015,1.3754078149795532,-0.097472958266735,0.0781886428594589,-32.124488830566406,32.91706466674805,3.3086304664611816,-2.2466132640838623,-0.284654289484024,2.503892183303833,2.634369373321533,1006.80078125,42.55546188354492,16.336584091186523,33.325
666,2023-04-24T23:22:09.197Z,0.0214719995856285,-0.7232159972190857,-0.6502599716186523,-1.176787257194519,0.0769290700554847,-0.0473441705107688,-32.366390228271484,31.001251220703125,2.79250431060791,-2.3620505332946777,-0.2877947986125946,2.503363609313965,2.611267566680908,1006.802001953125,42.646522521972656,16.2807674407959,33.425
668,2023-04-24T23:22:09.297Z,-0.0053679998964071,-0.4858039915561676,-0.9472079873085022,-3.642544746398926,-0.1884918808937072,0.1203383430838584,-32.543113708496094,30.319801330566406,2.2228033542633057,-2.7219624519348145,-0.2603701651096344,2.503201484680176,2.469359874725342,1006.811767578125,42.57367706298828,16.630891799926758,33.525
670,2023-04-24T23:22:09.397Z,-0.1888559907674789,0.1507920026779174,-0.5694959759712219,-3.3203134536743164,-0.2706532478332519,0.0632224380970001,-32.51089096069336,31.689842224121094,1.9798426628112795,-3.0587432384490967,-0.2214951664209365,2.502061367034912,2.3217639923095703,1006.814208984375,42.57367706298828,16.52940559387207,33.625
672,2023-04-24T23:22:09.498Z,-0.0295239984989166,0.3028039932250976,-0.9120720028877258,-0.8704382181167603,-0.080368734896183,0.011604331433773,-32.1771125793457,34.10187530517578,2.6534740924835205,3.1314027309417725,-0.2080631852149963,2.4986300468444824,2.336360216140747,1006.810791015625,42.57367706298828,16.2934513092041,33.726
674,2023-04-24T23:22:09.598Z,-0.0178119987249374,0.2971920073032379,-0.9398880004882812,0.9820106625556946,-0.0177550446242094,-0.0299345031380653,-31.8876895904541,35.99230194091797,3.276379346847534,-3.0611019134521484,-0.2012051045894622,2.498661756515503,2.3031110763549805,1006.809814453125,42.73758316040039,16.47866439819336,33.826
676,2023-04-24T23:22:09.699Z,-0.1171199977397918,0.0326960012316703,-1.1316720247268677,3.0525383949279785,0.0332522019743919,-0.0613940730690956,-31.67855262756348,36.79904174804688,3.091503381729126,-2.766683340072632,-0.1988274008035659,2.5006966590881348,2.281196117401123,1006.80908203125,42.68294525146485,16.5040340423584,33.927
678,2023-04-24T23:22:09.799Z,-0.0168359987437725,-0.5541239976882935,-0.96453195810318,3.2428228855133057,0.2916482090950012,-0.1634085774421692,-31.79684257507324,35.70283508300781,2.285602807998657,-2.4477059841156006,-0.2267702519893646,2.498091697692871,2.392895221710205,1006.80517578125,42.62831115722656,16.351806640625,34.027
680,2023-04-24T23:22:09.899Z,0.0058559998869895,-0.7195559740066528,-0.7278519868850708,0.6881844401359558,-0.0351647064089775,0.0137423574924469,-32.00907516479492,33.66666793823242,1.6548821926116943,-2.378807544708252,-0.2188742458820343,2.4998435974121094,2.520993709564209,1006.803466796875,42.591888427734375,16.126001358032227,34.127
682,2023-04-24T23:22:09.999Z,0.047580000013113,-0.6056079864501953,-0.8339920043945312,-1.8609563112258911,-0.0275288894772529,0.0378715321421623,-32.20125961303711,32.188934326171875,1.0775057077407837,-2.563420057296753,-0.2110298424959182,2.497665882110596,2.4589157104492188,1006.804443359375,42.55546188354492,16.554777145385742,34.227
684,2023-04-24T23:22:10.100Z,0.0239119995385408,-0.2083759903907776,-1.309059977531433,-3.361241340637207,0.2229258716106414,-0.0103868171572685,-32.276607513427734,32.177146911621094,0.7024045586585999,-2.899314641952514,-0.2274141013622284,2.4871740341186523,2.364042043685913,1006.807373046875,42.591888427734375,16.501497268676758,34.328
686,2023-04-24T23:22:10.201Z,0.0192760005593299,0.1890999972820282,-0.928663969039917,-1.4287691116333008,-0.0565449893474578,0.0140477865934371,-32.21928787231445,33.29331588745117,0.948323667049408,-3.048235893249512,-0.2171995490789413,2.484552383422852,2.3487610816955566,1006.807861328125,42.57367706298828,16.35434341430664,34.429
688,2023-04-24T23:22:10.301Z,-0.0109799997881054,0.1898320019245147,-0.9603840112686156,1.0907446146011353,0.0137045159935951,-0.018022634088993,-31.899030685424805,34.71265411376953,1.3270589113235474,-2.947033643722534,-0.2136365324258804,2.4837141036987305,2.318795919418335,1006.807861328125,42.66473388671875,16.184354782104492,34.529
690,2023-04-24T23:22:10.401Z,0.110287994146347,-0.183243989944458,-1.0213840007781982,2.870195150375366,-0.0544069558382034,-0.0824689194560051,-31.934024810791016,35.176124572753906,1.114847183227539,-2.66931676864624,-0.2086016088724136,2.489940404891968,2.303593635559082,1006.8125,42.7193717956543,16.491348266601562,34.629
692,2023-04-24T23:22:10.501Z,0.0719799995422363,-0.5265519618988037,-0.8427760004997253,1.9312951564788816,0.0350847989320755,-0.0305453762412071,-32.17481994628906,34.342899322509766,0.7294777631759644,-2.4787847995758057,-0.2102677226066589,2.488744020462036,2.389684200286865,1006.809814453125,42.519039154052734,16.273155212402344,34.729
694,2023-04-24T23:22:10.601Z,0.0358680002391338,-0.5843799710273743,-0.802515983581543,-0.4275609254837036,0.0063741337507963,0.0213781744241714,-32.33385467529297,32.976318359375,0.2951821982860565,-2.5208957195281982,-0.2060345113277435,2.4857218265533447,2.444101572036743,1006.81689453125,42.591888427734375,16.425382614135742,34.829
696,2023-04-24T23:22:10.702Z,-0.0046359999105334,-0.4008919894695282,-0.9496479630470276,-2.331017017364502,-0.0709003210067749,0.0824646949768066,-32.42748260498047,32.35345458984375,0.0065457602031528,-2.7542734146118164,-0.1918099224567413,2.4801249504089355,2.3991928100585938,1006.819580078125,42.61009979248047,16.214801788330078,34.93
698,2023-04-24T23:22:10.803Z,0.023667998611927,0.0187879987061023,-1.0306559801101685,-1.9684685468673704,-0.1701659113168716,0.0543648973107337,-32.22238540649414,33.126365661621094,-0.294363409280777,-2.9555230140686035,-0.1706524342298507,2.477302074432373,2.342714309692383,1006.821533203125,42.646522521972656,16.542091369628906,35.031
700,2023-04-24T23:22:10.903Z,0.0043919999152421,0.1444479972124099,-0.954039990901947,0.3906930685043335,0.0020980760455131,-0.0106922537088394,-31.867908477783203,35.099891662597656,-0.0282907206565141,-2.9238927364349365,-0.1671856939792633,2.475653648376465,2.31404447555542,1006.81689453125,42.75579452514648,16.48373794555664,35.131
702,2023-04-24T23:22:11.003Z,0.0551439970731735,-0.1451800018548965,-1.0284600257873535,2.163118600845337,0.0033198073506355,-0.0497876331210136,-31.75232696533203,34.82511520385742,-0.3390325903892517,-2.714632749557495,-0.1662949919700622,2.477229118347168,2.309813976287842,1006.81982421875,42.62831115722656,15.245613098144531,35.231
704,2023-04-24T23:22:11.104Z,0.0280600003898143,-0.4675039947032928,-0.9271999597549438,1.4719245433807373,0.1022799760103225,-0.0687244459986686,-31.81106185913086,33.88289260864258,-0.425226092338562,-2.5682966709136963,-0.175528734922409,2.4763741493225098,2.371579647064209,1006.817626953125,42.57367706298828,16.445680618286133,35.332
706,2023-04-24T23:22:11.205Z,0.0114679997786879,-0.4960519969463348,-0.8718119859695435,-0.2736228704452514,-0.0073703350499272,0.0091608688235282,-32.020450592041016,33.05631256103516,-0.704180896282196,-2.596333742141724,-0.171127587556839,2.474517107009888,2.401456832885742,1006.82373046875,42.7011604309082,16.189430236816406,35.433
708,2023-04-24T23:22:11.306Z,0.0087839998304843,-0.3052439987659454,-0.9957639575004578,-1.8032294511795044,0.0170642752200365,0.0244325026869773,-31.98636054992676,33.07265090942383,-0.6249446868896484,-2.778769016265869,-0.1682581752538681,2.46931791305542,2.3578426837921143,1006.82080078125,42.57367706298828,16.22748565673828,35.534
710,2023-04-24T23:22:11.406Z,0.013663999736309,0.0461159981787204,-0.993079960346222,-1.3282817602157593,-0.1057196408510208,0.0369552373886108,-31.7238883972168,33.89772033691406,-0.572755753993988,-2.9167606830596924,-0.153851181268692,2.466361284255981,2.324425220489502,1006.81884765625,42.62831115722656,16.17928123474121,35.634
712,2023-04-24T23:22:11.507Z,-0.006343999877572,0.0304999984800815,-0.9994239807128906,0.4087136089801788,0.0256163869053125,-0.0131357163190841,-31.69311141967773,34.563377380371094,-0.5086045861244202,-2.881648063659668,-0.1529814749956131,2.4644129276275635,2.3131909370422363,1006.81787109375,42.591888427734375,16.26554298400879,35.735
714,2023-04-24T23:22:11.607Z,-0.0024399999529123,-0.1756799966096878,-1.1045880317687988,1.599900722503662,-0.0296669155359268,-0.0430681034922599,-31.590089797973636,34.64790344238281,-0.8632836937904358,-2.727670669555664,-0.148170530796051,2.466792583465576,2.314471244812012,1006.818603515625,42.591888427734375,16.481201171875,35.835
716,2023-04-24T23:22:11.707Z,0.0256199985742568,-0.4096759855747223,-0.929152011871338,0.9059579372406006,0.0115664880722761,-0.0238258615136146,-31.563671112060547,34.0267219543457,-0.9650269746780396,-2.6388776302337646,-0.1476661413908004,2.4661896228790283,2.35150408744812,1006.81201171875,42.62831115722656,16.425382614135742,35.935
718,2023-04-24T23:22:11.807Z,0.0156159996986389,-0.4016239941120147,-0.9345200061798096,-0.6273138523101807,-0.0088974982500076,0.0152695178985595,-31.64333724975586,33.563377380371094,-1.262021541595459,-2.7020277976989746,-0.1435300707817077,2.463107824325561,2.358096122741699,1006.809326171875,42.62831115722656,16.58776092529297,36.035
720,2023-04-24T23:22:11.908Z,0.0402599982917308,-0.1881240010261535,-1.0011320114135742,-1.3423316478729248,0.0137045159935951,0.0177129805088043,-31.76866912841797,33.58470153808594,-0.8864172101020813,-2.8391880989074707,-0.1419274657964706,2.4584310054779053,2.330894470214844,1006.802734375,42.62831115722656,16.313749313354492,36.136
722,2023-04-24T23:22:12.007Z,0.0239119995385408,-0.0407480001449584,-0.9974719882011414,-0.497810423374176,-0.0092029310762882,0.0137423574924469,-31.762535095214844,34.503360748291016,-0.4207337498664856,-2.892630100250244,-0.1380538642406463,2.454735279083252,2.3145101070404053,1006.8017578125,42.68294525146485,16.313749313354492,36.235
724,2023-04-24T23:22:12.107Z,0.0082959998399019,-0.1061399951577186,-0.9999119639396667,0.7569068074226379,-0.0098137957975268,-0.0158846080303192,-31.66242790222168,34.66708755493164,-0.316987007856369,-2.8219964504241943,-0.1346856504678726,2.453931331634521,2.312782287597656,1006.804931640625,42.7011604309082,16.278228759765625,36.335
726,2023-04-24T23:22:12.207Z,0.0170799996703863,-0.2879199981689453,-0.9767319560050964,1.000641942024231,-0.0324158109724521,-0.0033618658781051,-31.65514373779297,34.4340705871582,-0.3739896118640899,-2.72454571723938,-0.1293257772922516,2.453076124191284,2.330804347991944,1006.802734375,42.591888427734375,16.301063537597656,36.435
728,2023-04-24T23:22:12.307Z,0.0100039998069405,-0.3572160005569458,-0.948915958404541,-0.0234735645353794,0.0036252401769161,-0.0015292763710021,-31.666114807128903,33.82765579223633,-0.3383916914463043,-2.727874994277954,-0.1272712647914886,2.4511122703552246,2.3525967597961426,1006.79736328125,42.73758316040039,16.21733856201172,36.535
730,2023-04-24T23:22:12.407Z,0.0082959998399019,-0.2378999888896942,-0.9918599724769592,-0.8047702312469482,0.0268381182104349,0.0024413540959358,-31.736492156982425,33.62252426147461,-0.4807133674621582,-2.810287952423096,-0.1271547824144363,2.447771549224853,2.338643312454224,1006.802490234375,42.62831115722656,16.09048080444336,36.635
732,2023-04-24T23:22:12.507Z,0.0075639998540282,-0.1361519992351532,-0.9960079789161682,-0.4037371873855591,0.0030143745243549,0.0109934657812118,-31.691993713378903,33.91761779785156,-0.5301706790924072,-2.853586196899414,-0.1245364099740982,2.4443676471710205,2.3253426551818848,1006.80615234375,42.66473388671875,16.00421905517578,36.735
734,2023-04-24T23:22:12.607Z,0.0117119997739791,-0.1427399963140487,-1.001863956451416,0.3387695252895355,-0.0012616831809282,-0.0079433619976043,-31.73479461669922,34.187294006347656,-0.7125365734100342,-2.8235421180725098,-0.1221827715635299,2.442887783050537,2.321758270263672,1006.80615234375,42.75579452514648,16.468515396118164,36.835
736,2023-04-24T23:22:12.707Z,0.0173240005970001,-0.2561999857425689,-0.9921039938926696,0.5953329205513,-0.008592065423727,-0.0058053284883499,-31.58423614501953,34.10063552856445,-0.7184292674064636,-2.7664437294006348,-0.1193437129259109,2.4415605068206787,2.3291335105896,1006.80859375,42.50082778930664,16.28584098815918,36.935
738,2023-04-24T23:22:12.807Z,0.0102479998022317,-0.3008520007133484,-0.9703879952430724,-0.1114381626248359,0.0075958631932735,-0.0030564367771148,-31.598190307617188,33.9137077331543,-0.9583434462547302,-2.778761148452759,-0.1178999841213226,2.439556837081909,2.337937116622925,1006.8046875,42.62831115722656,16.21733856201172,37.035
740,2023-04-24T23:22:12.907Z,0.013663999736309,-0.2066679894924163,-0.9911279678344728,-0.4214522540569305,0.0005709137767553,0.0018304884433746,-31.55895233154297,33.864967346191406,-0.8842747807502747,-2.823127508163452,-0.1156826466321945,2.4372363090515137,2.32753324508667,1006.804443359375,42.62831115722656,17.183988571166992,37.135
742,2023-04-24T23:22:13.007Z,0.0087839998304843,-0.1744599938392639,-0.998691976070404,-0.0101661868393421,0.0014622155576944,0.0014994218945503,-31.57796287536621,34.07237243652344,-1.063019871711731,-2.8269057273864746,-0.1134759411215782,2.434896469116211,2.322324275970459,1006.805419921875,42.591888427734375,16.28584098815918,37.235
744,2023-04-24T23:22:13.108Z,0.010491999797523,-0.2237479984760284,-0.9928359985351562,0.3111489415168762,-0.0028138402849435,-0.0046092271804809,-31.38037109375,34.02549743652344,-1.0408159494400024,-2.7978851795196533,-0.11116524040699,2.433314800262451,2.3236141204833984,1006.809326171875,42.68294525146485,16.306137084960938,37.336
746,2023-04-24T23:22:13.209Z,0.0085399998351931,-0.2644959986209869,-0.9803919792175292,0.0188334062695503,-6.38552010059e-05,0.0020748227834701,-31.38469696044922,33.73599624633789,-1.1518527269363403,-2.797523736953736,-0.108956828713417,2.431172609329224,2.3320140838623047,1006.814453125,42.591888427734375,16.481201171875,37.437
748,2023-04-24T23:22:13.309Z,0.0102479998022317,-0.2181359976530075,-0.9923479557037354,-0.1907917410135269,0.0029402114450931,-0.0006627365946769,-31.371356964111328,33.67239761352539,-1.0278822183609009,-2.818699836730957,-0.1071672812104225,2.4291794300079346,2.3282437324523926,1006.8193359375,42.7011604309082,16.186891555786133,37.537
750,2023-04-24T23:22:13.409Z,0.009515999816358,-0.2027639895677566,-0.9950319528579712,0.0496513023972511,0.0001881029456853,0.0026516914367675,-31.41108703613281,33.73911666870117,-1.0435057878494265,-2.816149950027466,-0.1050226092338562,2.426990032196045,2.326618194580078,1006.819580078125,42.61009979248047,16.575075149536133,37.637
752,2023-04-24T23:22:13.509Z,0.0109799997881054,-0.2376559972763061,-0.9862479567527772,0.1467788815498352,-0.0016444930806756,0.0011245310306549,-31.409269332885746,33.64689254760742,-1.1736046075820925,-2.8034353256225586,-0.1028550565242767,2.425098657608032,2.3305306434631348,1006.8251953125,42.68294525146485,16.164058685302734,37.737
754,2023-04-24T23:22:13.609Z,0.0092719998210668,-0.2366800010204315,-0.9877119660377502,-0.0571888275444507,0.0037885326892137,0.0050095245242118,-31.47501564025879,33.57311248779297,-1.115283727645874,-2.810968399047852,-0.1010851860046386,2.4227495193481445,2.3329317569732666,1006.827880859375,42.62831115722656,16.28584098815918,37.837
756,2023-04-24T23:22:13.709Z,0.0100039998069405,-0.2149640023708343,-0.9935680031776428,-0.0403118059039115,0.002223365008831,-0.0031827539205551,-31.4044132232666,33.60369110107422,-0.9874269962310792,-2.8172202110290527,-0.0994668751955032,2.421211004257202,2.329644203186035,1006.8251953125,42.73758316040039,16.212263107299805,37.937
758,2023-04-24T23:22:13.810Z,0.0097599998116493,-0.224723994731903,-0.990395963191986,0.0843893140554428,8.39028507471e-05,0.0013752281665802,-31.387130737304688,33.63935470581055,-0.915941596031189,-2.810798406600952,-0.0975385308265686,2.419346332550049,2.3300013542175293,1006.82958984375,42.57367706298828,16.1513729095459,38.038
760,2023-04-24T23:22:13.911Z,0.0112239997833967,-0.234727993607521,-0.9879559874534608,-0.0005122050642967,0.0003827922046184,-0.0013505741953849,-31.250104904174805,33.79108428955078,-1.0855532884597778,-2.812736749649048,-0.0958012342453002,2.417668581008911,2.325825929641724,1006.823486328125,42.62831115722656,16.093017578125,38.139
762,2023-04-24T23:22:14.012Z,0.0107359997928142,-0.220331996679306,-0.9918599724769592,-0.0272302329540252,7.60592520236e-05,-0.0022287741303443,-31.37568473815918,33.738868713378906,-0.9076426029205322,-2.8175649642944336,-0.0940817818045616,2.416163682937622,2.3278520107269287,1006.833740234375,42.68294525146485,16.89982795715332,38.24
764,2023-04-24T23:22:14.112Z,0.0102479998022317,-0.2249680012464523,-0.990884006023407,0.0477016419172287,7.47814774513e-05,-0.0003895163536071,-31.29134750366211,33.68589401245117,-0.8409140706062317,-2.8148343563079834,-0.0923323854804039,2.4145171642303467,2.327983856201172,1006.8359375,42.57367706298828,15.902732849121094,38.34
766,2023-04-24T23:22:14.213Z,0.0112239997833967,-0.2308239936828613,-0.9886879920959472,0.0114646106958389,0.0018753204494714,0.0002176314592361,-31.43107795715332,33.705116271972656,-0.8547312617301941,-2.815577983856201,-0.0907966271042823,2.4128284454345703,2.330363273620605,1006.8310546875,42.66473388671875,16.389863967895508,38.441
768,2023-04-24T23:22:14.312Z,0.0097599998116493,-0.2222839891910553,-0.9906399846076964,-0.0127520151436328,0.0018438026309013,0.0008145719766616,-31.268463134765625,33.74289321899414,-0.9777849912643432,-2.818854093551636,-0.0892324149608612,2.411040782928467,2.3261594772338867,1006.83447265625,42.7011604309082,16.108240127563477,38.54
770,2023-04-24T23:22:14.413Z,0.010491999797523,-0.2256999909877777,-0.9906399846076964,0.0298045054078102,0.0018128138035535,0.0011011883616447,-31.25037002563477,33.67231369018555,-0.8970279693603516,-2.81781005859375,-0.0877083465456962,2.409282684326172,2.327394723892212,1006.83935546875,42.62831115722656,16.032127380371094,38.641
