,timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,compassX,compassY,compassZ,fusionPoseX,fusionPoseY,fusionPoseZ,tiltHeading,pressure,temperature,humidity,dt
310,2023-04-24T23:21:51.327Z,-0.1612839996814727,-0.7378559708595276,-0.6163439750671387,2.121185779571533,-0.4469576776027679,0.0550012029707431,-47.10807037353516,30.46927833557129,-18.93238639831543,-2.062488079071045,0.0996233597397804,2.238748788833618,2.527545928955078,1006.694580078125,42.409767150878906,16.326435089111328,15.555
312,2023-04-24T23:21:51.428Z,-0.0507519990205764,-0.8722999691963196,-0.4399319887161255,0.6010475158691406,-0.4878856241703033,-0.3790185451507568,-48.06605529785156,26.93182182312012,-17.982309341430664,-1.9968124628067017,0.0862853601574897,2.306441307067871,2.6181130409240723,1006.685546875,42.519039154052734,16.207189559936523,15.656
314,2023-04-24T23:21:51.528Z,-0.0849120020866394,-0.9472079873085022,-0.4411519765853882,1.2546733617782593,-0.5343114137649536,-0.4825602173805237,-49.3028450012207,23.553056716918945,-16.337448120117188,-1.8694672584533687,0.0600547492504119,2.3797121047973637,2.684354305267334,1006.67822265625,42.48261642456055,16.268081665039062,15.756
316,2023-04-24T23:21:51.628Z,-0.0292799994349479,-0.9557479619979858,-0.3718560039997101,-0.1063344255089759,-0.1797041296958923,-0.046096995472908,-50.63387680053711,20.45244598388672,-14.399958610534668,-1.88010048866272,0.0601620636880397,2.405348539352417,2.7537953853607178,1006.673095703125,42.50082778930664,16.202116012573242,15.856
318,2023-04-24T23:21:51.728Z,-0.0573399998247623,-1.0140639543533323,-0.3884479999542236,0.0283613577485084,-0.1797041296958923,0.0663022100925445,-52.34830093383789,17.92155647277832,-12.578367233276367,-1.877389907836914,0.0712930634617805,2.428286075592041,2.811081886291504,1006.6708984375,42.46440505981445,16.1513729095459,15.956
320,2023-04-24T23:21:51.828Z,-0.171775996685028,-0.9762439727783204,-0.3523359894752502,0.5292708277702332,0.3743506669998169,0.6063070893287659,-54.35824203491211,15.740045547485352,-10.64509391784668,-1.8314838409423828,0.1194801330566406,2.385197877883911,2.8714523315429688,1006.67041015625,42.53725051879883,16.30867576599121,16.056
322,2023-04-24T23:21:51.928Z,-0.2906039953231811,-1.0784800052642822,-0.4560360014438629,-2.0323925018310547,-1.485733985900879,-2.017664670944214,-56.3637924194336,13.804436683654783,-9.221674919128418,-2.023092746734619,-0.0115124145522713,2.59889554977417,2.902503728866577,1006.662353515625,42.46440505981445,16.34673309326172,16.156
324,2023-04-24T23:21:52.028Z,0.0356239974498748,-0.7322440147399902,-0.3535560071468353,0.4837613701820373,-0.4463467895984649,-0.1707134991884231,-57.54263305664063,11.947949409484863,-7.889739990234375,-1.976048469543457,-0.0093308268114924,2.652170896530152,2.929664134979248,1006.66015625,42.519039154052734,16.28837776184082,16.256
326,2023-04-24T23:21:52.127Z,0.0217159986495971,-0.9003599882125854,-0.1800719946622848,0.6294527649879456,0.0246302969753742,-0.0060853213071823,-58.46890640258789,10.08195972442627,-5.888991832733154,-1.9102365970611568,-0.0105385780334472,2.657292366027832,3.009282112121582,1006.65185546875,42.39155578613281,16.33150863647461,16.355
328,2023-04-24T23:21:52.227Z,-0.0097599998116493,-0.9513559937477112,-0.3098799884319305,-0.7355256080627441,-0.8162257075309753,-0.2110306173563003,-59.24352645874024,8.68996810913086,-4.618793487548828,-1.982293725013733,0.0003060656308662,2.746499538421631,3.022726058959961,1006.64892578125,42.519039154052734,16.334047317504883,16.455
330,2023-04-24T23:21:52.327Z,-0.071492001414299,-1.0474920272827148,-0.3013399839401245,0.8652467131614685,0.068612590432167,-0.0360177159309387,-59.83522033691406,7.822774410247803,-3.2414348125457764,-1.8952041864395144,-0.0039674965664744,2.7476232051849365,3.05405855178833,1006.65234375,42.50082778930664,16.191967010498047,16.555
332,2023-04-24T23:21:52.428Z,0.0290360003709793,-0.9472079873085022,-0.3428199887275696,0.461770236492157,-0.0208791643381118,-0.0405992120504379,-60.52137756347656,6.815419673919678,-1.557147741317749,-1.849949598312378,-0.0079041486606001,2.757392883300781,3.07895565032959,1006.649169921875,42.519039154052734,16.28330421447754,16.656
334,2023-04-24T23:21:52.529Z,0.0619760006666183,-1.0521279573440552,-0.273279994726181,-0.1778056621551513,-0.1274751424789428,-0.011583112180233,-61.09270477294922,5.8919358253479,0.0058819577097892,-1.8669456243515012,-0.0062447153031826,2.7770192623138428,3.117276430130005,1006.64990234375,42.427978515625,16.33150863647461,16.757
336,2023-04-24T23:21:52.630Z,0.0,-0.9023119807243348,-0.2066679894924163,0.2925605773925781,0.1489413678646087,-0.169797196984291,-61.48816680908203,5.186748504638672,1.5279055833816528,-1.8365263938903809,-0.0262047778815031,2.7749135494232178,-3.13620400428772,1006.646728515625,42.48261642456055,16.207189559936523,16.858
338,2023-04-24T23:21:52.731Z,-0.0453839972615242,-0.8527799844741821,-0.0258639995008707,0.8786857724189758,0.3801538646221161,0.0455327928066253,-61.78773498535156,4.532999038696289,2.577524423599243,-1.744299292564392,-0.027851715683937,2.7452547550201416,-3.102240800857544,1006.657958984375,42.44619369506836,15.88243579864502,16.959
340,2023-04-24T23:21:52.832Z,0.0024399999529123,-0.8954799771308899,-0.076615996658802,-0.5296640396118164,-0.5327842831611633,-0.0543436706066131,-62.010589599609375,3.8475992679595943,3.7308194637298575,-1.7963483333587646,-0.0215511824935674,2.8069279193878174,-3.0869810581207275,1006.65576171875,42.409767150878906,16.212263107299805,17.06
342,2023-04-24T23:21:52.933Z,0.0222040005028247,-0.9943000078201294,-0.2235039919614792,-0.1500113010406494,-0.2236864268779754,0.0198764503002166,-62.26167297363281,3.316079378128052,4.488255500793457,-1.8114440441131592,-0.014457800425589,2.8358561992645264,-3.0829081535339355,1006.6533203125,42.35513305664063,16.369565963745117,17.161
344,2023-04-24T23:21:53.033Z,0.5433880090713501,-0.5675439834594727,-1.1411880254745483,0.5750857591629028,-1.2019871473312378,0.0852390304207801,-62.33934020996094,2.9692635536193848,5.195004463195801,-1.7711727619171145,0.0096583254635334,2.950949192047119,3.135314702987671,1006.65625,42.409767150878906,16.26554298400879,17.261
346,2023-04-24T23:21:53.133Z,-0.0583159998059272,-1.1345999240875244,-0.0204959996044635,-4.775788307189941,-5.914507389068604,-1.6093010902404783,-62.586273193359375,2.8990108966827397,5.973203659057617,-2.193867444992065,0.0969599410891532,-2.7661757469177246,-3.047393321990967,1006.65673828125,42.46440505981445,16.09048080444336,17.361
348,2023-04-24T23:21:53.233Z,-0.0588039979338645,-0.6605079770088196,-0.8876720070838928,2.329490900039673,2.671204090118408,1.32926607131958,-62.17341995239258,3.6940088272094727,6.954163074493408,-1.9972251653671265,0.0795014053583145,-3.0641441345214844,-3.1225903034210205,1006.653076171875,42.50082778930664,16.1513729095459,17.461
350,2023-04-24T23:21:53.334Z,-0.0417240001261234,-0.88401198387146,-0.2437559962272644,1.1059277057647705,0.0179107785224914,-0.0745022296905517,-62.16793823242188,4.285207271575928,8.52013111114502,-1.884904623031616,0.0713507160544395,-3.0624043941497803,-3.028691053390503,1006.65234375,42.46440505981445,16.13361167907715,17.562
352,2023-04-24T23:21:53.434Z,0.0087839998304843,-0.9559919834136964,-0.2337519973516464,0.1221291795372963,-0.0053021013736724,0.0638587474822998,-62.09075164794922,4.545365810394287,10.436505317687988,-1.8714947700500488,0.0759082734584808,-3.0624382495880127,-2.996579885482788,1006.658447265625,42.37334442138672,16.379714965820312,17.662
354,2023-04-24T23:21:53.534Z,-0.0180559996515512,-0.8984079957008362,-0.1810479909181594,-0.7297224402427673,-0.0132433492690324,0.0278176963329315,-61.967403411865234,4.809492588043213,11.70640468597412,-1.940727949142456,0.0779334083199501,-3.060238838195801,-2.973677635192871,1006.66162109375,42.44619369506836,16.427921295166016,17.762
356,2023-04-24T23:21:53.634Z,0.1415199935436248,-0.8832799792289734,-0.5299679636955261,-0.0776237547397613,1.0560762882232666,0.7691026926040649,-61.611122131347656,5.272794246673584,11.73392391204834,-1.9630361795425413,0.1050133034586906,3.0991311073303223,-3.018908977508545,1006.66064453125,42.44619369506836,16.26300621032715,17.862
358,2023-04-24T23:21:53.733Z,-0.0124439997598528,-0.9762439727783204,-0.3294000029563904,0.8179047107696533,0.209111601114273,0.0097971707582473,-61.60609817504883,5.553835391998291,11.613139152526855,-1.88350248336792,0.0969741195440292,3.083327293395996,-2.993153810501098,1006.6611328125,42.46440505981445,16.575075149536133,17.961
360,2023-04-24T23:21:53.834Z,-0.0109799997881054,-0.901091992855072,0.0585599988698959,0.5350740551948547,-0.0031640725210309,-0.0045581609010696,-61.568477630615234,5.543468475341797,12.112911224365234,-1.8228520154953003,0.0957715436816215,3.0891482830047607,-2.9422850608825684,1006.657958984375,42.46440505981445,15.704835891723633,18.062
362,2023-04-24T23:21:53.935Z,0.0273279994726181,-1.0765279531478882,-0.2949959933757782,-2.2810146808624268,0.0142455864697694,0.0919585525989532,-61.52718353271485,5.630374908447266,11.80712890625,-2.04792857170105,0.1017728522419929,3.089105129241944,-2.981483697891236,1006.655029296875,42.591888427734375,16.387327194213867,18.163
364,2023-04-24T23:21:54.036Z,0.0053679998964071,-0.958187997341156,-0.4848279953002929,-0.7581276297569275,-0.3986993134021759,-0.086414098739624,-61.19174575805664,6.119899749755859,10.439702987670898,-2.1183977127075195,0.111646644771099,3.1311452388763428,-3.034834146499634,1006.652099609375,42.48261642456055,16.108240127563477,18.264
366,2023-04-24T23:21:54.137Z,-0.2357039898633957,-0.7639639973640442,-0.8317959904670715,-3.249846935272217,-1.2184804677963257,0.4517582058906555,-61.13619613647461,7.245119571685791,7.704962253570557,-2.431936025619507,0.2239738553762436,-3.089096784591675,3.1395914554595947,1006.650146484375,42.44619369506836,16.169132232666016,18.365
368,2023-04-24T23:21:54.238Z,-0.0619760006666183,-0.485071986913681,-0.716871976852417,-1.335395336151123,0.0460105799138546,-0.2974680662155151,-61.713356018066406,9.203696250915527,4.915169715881348,-2.561800003051758,0.1996407806873321,-3.070514678955078,3.063504934310913,1006.656005859375,42.519039154052734,16.131074905395508,18.466
370,2023-04-24T23:21:54.338Z,-0.085887998342514,-0.4804359972476959,-1.097999930381775,-2.080650806427002,-0.470475971698761,-1.1291611194610596,-61.62068557739258,11.380956649780272,1.6585355997085571,-2.745295524597168,0.1859436780214309,-2.9543490409851074,2.9851744174957275,1006.651123046875,42.427978515625,16.138687133789062,18.566
372,2023-04-24T23:21:54.438Z,-0.0922319963574409,-0.2500999867916107,-1.036512017250061,-1.814619064331055,-0.0043858038261532,-1.2091844081878662,-61.70895004272461,13.81716537475586,-1.478771686553955,-2.907102108001709,0.1477688699960708,-2.848810911178589,2.9216573238372803,1006.655517578125,42.44619369506836,16.34926986694336,18.666
374,2023-04-24T23:21:54.538Z,-0.041967999190092,-0.0302559994161129,-0.9874680042266846,-1.4587900638580322,-0.2505644857883453,-0.9110821485519408,-61.72356033325195,16.270132064819336,-4.1902174949646,-3.040329694747925,0.1553586721420288,-2.767235279083252,2.8811752796173096,1006.660400390625,42.48261642456055,16.194503784179688,18.766
376,2023-04-24T23:21:54.638Z,-0.105163998901844,0.2073999941349029,-1.0665240287780762,-1.9346541166305544,-0.7563609480857849,-0.2727280259132385,-61.89204788208008,19.190105438232425,-5.681774139404297,3.052593469619751,0.2284590750932693,-2.7530829906463623,2.857124328613281,1006.65869140625,42.519039154052734,16.26300621032715,18.866
378,2023-04-24T23:21:54.738Z,-0.1820240020751953,0.6561160087585449,-0.9757559895515442,-2.794752359390259,-0.5211778283119202,0.5006273984909058,-62.010040283203125,22.954084396362305,-6.449419498443604,2.754560232162476,0.2660883069038391,-2.8273019790649414,2.8834023475646973,1006.658447265625,42.57367706298828,16.171669006347656,18.966
380,2023-04-24T23:21:54.838Z,-0.0814960002899169,0.7990999817848206,-0.5746200084686279,-3.536953449249268,-1.1558668613433838,1.6127076148986816,-61.74043273925781,28.32286834716797,-5.683135509490967,2.3469488620758057,0.2692271173000335,-3.0358312129974365,2.943394899368286,1006.660888671875,42.409767150878906,16.377178192138672,19.066
382,2023-04-24T23:21:54.937Z,-0.1339560002088546,0.6910079717636108,-0.2386319935321808,-4.5778679847717285,-3.135375499725342,0.3726511001586914,-61.1495475769043,34.482696533203125,-0.8533080220222473,1.8034659624099727,0.3805297017097473,2.9494411945343018,2.951216697692871,1006.66357421875,42.44619369506836,16.126001358032227,19.165
384,2023-04-24T23:21:55.038Z,-0.3655119836330414,0.854487955570221,0.1219999939203262,-2.7916979789733887,-1.3229384422302246,-0.828309953212738,-61.22563934326172,39.08015823364258,7.420554637908935,1.4656219482421875,0.4700451791286468,2.8165032863616943,3.097047805786133,1006.667236328125,42.53725051879883,16.455829620361328,19.266
386,2023-04-24T23:21:55.139Z,-0.3672199845314026,0.8117879629135132,0.532651960849762,-1.3069900274276731,-0.8589863181114197,-0.9947707653045654,-61.30891036987305,41.548526763916016,17.07764434814453,1.270889163017273,0.5456685423851013,2.7097415924072266,-2.94036078453064,1006.67236328125,42.48261642456055,16.16152000427246,19.367
388,2023-04-24T23:21:55.240Z,-0.3835679888725281,0.7622559666633606,0.0302559994161129,-1.682672142982483,-0.4445142149925232,0.0214036107063293,-61.53232955932617,42.81762313842773,25.66291618347168,1.0866007804870603,0.5247596502304077,2.660712957382202,2.5455410480499268,1006.678466796875,42.37334442138672,16.268081665039062,19.468
390,2023-04-24T23:21:55.341Z,-0.4538399875164032,0.7622559666633606,0.4584759771823883,-1.073944926261902,-1.3522599935531616,-0.0705316066741943,-61.240665435791016,42.86969757080078,34.14113235473633,0.9172347187995912,0.4579189419746399,2.534104585647583,2.906207323074341,1006.6787109375,42.53725051879883,15.51708698272705,19.569
392,2023-04-24T23:21:55.442Z,-0.3020719885826111,0.8771799802780151,0.851315975189209,-0.445059210062027,-1.0853118896484375,1.8075735569000244,-60.19533157348633,42.46335983276367,42.18930816650391,0.8809361457824707,0.2472878843545913,2.574615001678467,3.125671863555908,1006.681884765625,42.519039154052734,16.316286087036133,19.67
394,2023-04-24T23:21:55.542Z,-0.1444479972124099,0.4421280026435852,0.762499988079071,-2.8356802463531494,-0.0538658872246742,1.1056894063949585,-59.381465911865234,41.13028717041016,49.619049072265625,0.6141645312309265,0.1683052778244018,2.666811227798462,-2.923834800720215,1006.685302734375,42.53725051879883,16.435531616210938,19.77
396,2023-04-24T23:21:55.642Z,0.2137439996004104,-0.1349319964647293,0.9491599798202516,-4.728751659393311,-0.8369951844215393,1.9541813135147093,-58.94877243041992,38.29423141479492,55.238040924072266,0.1604506969451904,0.013998495414853,2.8292601108551025,-2.5517847537994385,1006.69384765625,42.55546188354492,16.306137084960938,19.87
398,2023-04-24T23:21:55.742Z,0.1768999993801117,0.0573399998247623,0.7322440147399902,1.4281591176986694,-0.0877689123153686,0.597449541091919,-58.630619049072266,34.79898452758789,59.38043594360352,0.3000994920730591,-0.0139869861304759,2.897599697113037,-2.743635416030884,1006.700439453125,42.44619369506836,16.432994842529297,19.97
400,2023-04-24T23:21:55.842Z,0.1107759997248649,-0.1590880006551742,0.9162200093269348,0.0509633719921112,0.086938552558422,0.636544942855835,-58.52169418334961,32.82598876953125,62.879150390625,0.2956353724002838,-0.0299489516764879,2.9755725860595703,-2.554488182067871,1006.706787109375,42.46440505981445,16.257932662963867,20.07
402,2023-04-24T23:21:55.941Z,0.13298000395298,-0.0897919982671737,0.8625400066375732,2.648668050765991,0.066780000925064,-0.7550060749053955,-58.6137580871582,31.99239158630371,65.94412231445312,0.5480371117591858,-0.0007164743146859,2.9237420558929443,-2.6207938194274902,1006.71533203125,42.48261642456055,16.240171432495117,20.169
404,2023-04-24T23:21:56.041Z,0.1373720020055771,-0.0341599993407726,1.0016199350357056,-0.3705336451530456,-0.0511169955134391,-0.4596527814865112,-58.65380859375,32.18231201171875,69.06529998779297,0.5013084411621094,0.0112907718867063,2.8949971199035645,-2.667895793914795,1006.7138671875,42.48261642456055,16.098093032836914,20.269
406,2023-04-24T23:21:56.141Z,0.0480679981410503,0.1251720041036605,1.0086959600448608,-0.3772531747817993,0.0276846215128898,-0.0360177159309387,-58.6130485534668,32.22224807739258,71.51464080810547,0.4573460519313812,0.0121864005923271,2.904888868331909,-2.7844152450561523,1006.716552734375,42.46440505981445,16.065109252929688,20.369
408,2023-04-24T23:21:56.242Z,-0.0487999990582466,-0.1495719999074936,1.0140639543533323,0.0787577405571937,0.016689047217369,-0.0323525220155715,-58.61404037475586,32.203800201416016,73.55531311035156,0.4535333812236786,0.0103610176593065,2.920271396636963,-2.4853806495666504,1006.71435546875,42.48261642456055,16.15390968322754,20.47
410,2023-04-24T23:21:56.343Z,0.0439199991524219,0.1546960026025772,1.0062559843063354,0.5088068842887878,-0.0428703129291534,-0.0796945840120315,-58.44683074951172,32.217041015625,75.47904968261719,0.4981359541416168,0.0073039936833083,2.921836853027344,-2.823228359222412,1006.70654296875,42.48261642456055,16.316286087036133,20.571
412,2023-04-24T23:21:56.444Z,0.0553879998624324,0.1005280017852783,0.9947879910469056,0.0747871175408363,-0.0514224283397197,-0.3124342560768127,-58.2962646484375,32.2668342590332,76.85283660888672,0.4979045987129211,0.0140571743249893,2.903660535812378,-2.770343780517578,1006.705322265625,42.48261642456055,16.313749313354492,20.672
414,2023-04-24T23:21:56.545Z,0.0307439994066953,0.0605119988322258,1.0606679916381836,-0.0049307942390441,0.0634202361106872,0.2300140857696533,-58.06941223144531,32.273067474365234,78.27667236328125,0.4893870949745178,0.0050917868502438,2.9396698474884038,-2.710493564605713,1006.70361328125,42.409767150878906,16.432994842529297,20.773
416,2023-04-24T23:21:56.646Z,0.0639280006289482,0.2010560035705566,0.9764879941940308,-0.0321142971515655,-0.027293249964714,0.0791303813457489,-58.11753082275391,32.39005279541016,79.2701416015625,0.480856716632843,-0.0035325253847986,2.953988075256348,-2.898214817047119,1006.702392578125,42.46440505981445,16.24271011352539,20.874
418,2023-04-24T23:21:56.747Z,0.037331998348236,0.0905239954590797,0.990395963191986,0.0912804827094078,-0.0022477749735116,-0.0088342130184173,-58.04402542114258,32.62364196777344,80.09571838378906,0.4824950098991394,-0.0062406831420958,2.9644031524658203,-2.750479459762573,1006.696533203125,42.33692169189453,16.250320434570312,20.975
420,2023-04-24T23:21:56.847Z,0.0251320004463195,0.1332239955663681,0.9962520003318788,-0.144186794757843,0.0137058645486831,-0.0029800534248352,-58.08602142333984,32.776912689208984,80.71977996826172,0.4616217911243438,-0.006997755728662,2.975088357925415,-2.794196367263794,1006.6962890625,42.48261642456055,18.208993911743164,21.075
422,2023-04-24T23:21:56.947Z,0.0656360015273094,0.0917439982295036,0.9860039949417114,0.0928289145231247,-0.0043146600946784,-0.0096995756030082,-58.10841751098633,32.770729064941406,81.21622467041016,0.4638339579105377,-0.010104757733643,2.9845573902130127,-2.765254497528076,1006.68603515625,42.33692169189453,16.202116012573242,21.175
424,2023-04-24T23:21:57.047Z,0.0668559968471527,0.1271239966154098,0.987223982810974,-0.0351572409272193,-0.0078457351773977,-0.0047317668795585,-58.14313507080078,32.793785095214844,81.3725814819336,0.4540853798389435,-0.0132953226566314,2.9933507442474365,-2.807196855545044,1006.67578125,42.46440505981445,16.481201171875,21.275
426,2023-04-24T23:21:57.146Z,0.0502640008926391,0.1083360016345977,0.9901520013809204,0.0342021770775318,-0.0041102832183241,-0.0094570368528366,-57.99730682373047,32.72822952270508,81.8504638671875,0.4508778154850006,-0.0157181657850742,3.002337455749512,-2.778526306152344,1006.67724609375,42.66473388671875,16.334047317504883,21.374
428,2023-04-24T23:21:57.247Z,0.0485559999942779,0.1283439993858337,0.9877119660377502,-0.0060121566057205,0.0007635857909917,-0.0068956986069679,-57.99264526367188,32.89418411254883,81.9947738647461,0.4441377222537994,-0.0175088699907064,3.011178970336914,-2.800291061401367,1006.66943359375,42.48261642456055,16.364492416381836,21.475
430,2023-04-24T23:21:57.348Z,0.0487999990582466,0.1149239987134933,0.9891759753227234,0.0409355759620666,-0.0010510431602597,-0.0109839960932731,-57.94971466064453,32.86454772949219,82.43222045898438,0.4418931603431701,-0.0193378292024135,3.019707202911377,-2.7848823070526123,1006.664306640625,42.50082778930664,16.2934513092041,21.576
432,2023-04-24T23:21:57.447Z,0.0490439981222152,0.1124840006232261,0.9879559874534608,-0.0231155678629875,0.003771411255002,-0.0050937011837959,-57.8537712097168,32.8520393371582,82.42377471923828,0.4333470463752746,-0.0209169052541255,3.028862714767456,-2.781880140304565,1006.658447265625,42.46440505981445,16.065109252929688,21.675
434,2023-04-24T23:21:57.547Z,0.0505079999566078,0.1266359984874725,0.9869799613952636,0.0406360812485218,0.0007050335407257,-0.008911982178688,-57.68741607666016,32.914833068847656,82.71942138671875,0.4314677119255066,-0.0224521439522504,3.037043809890747,-2.7988171577453613,1006.65576171875,42.44619369506836,16.15644645690918,21.775
436,2023-04-24T23:21:57.647Z,0.0509959980845451,0.1112639978528022,0.9889319539070128,-0.0032899752259254,0.0015940833836793,-0.0018553137779235,-57.65513229370117,32.881065368652344,82.89994049072266,0.4250038564205169,-0.0242492817342281,3.04608416557312,-2.7805252075195312,1006.6640625,42.591888427734375,16.136150360107422,21.875
438,2023-04-24T23:21:57.747Z,0.0531919971108436,0.1341999918222427,0.9938119649887084,0.0081766918301582,-0.0083425864577293,-0.0051274225115776,-57.65170669555664,32.982852935791016,83.05835723876953,0.4202185869216919,-0.0265791676938533,3.0537333488464355,-2.8075900077819824,1006.658203125,42.44619369506836,16.235097885131836,21.975
440,2023-04-24T23:21:57.848Z,0.0287919994443655,0.0983319953083992,0.9894199967384338,0.0662973225116729,-0.0036978842690587,-0.0050412490963935,-57.76096725463867,33.114681243896484,83.07308959960938,0.4204602837562561,-0.0282890181988477,3.062591552734375,-2.751859426498413,1006.664306640625,42.591888427734375,16.28837776184082,22.076
442,2023-04-24T23:21:57.948Z,0.0153719997033476,-0.0007319999858736,1.0086959600448608,-0.1123807579278945,0.0543343126773834,-0.0044303834438323,-57.719573974609375,33.091346740722656,83.28087615966797,0.4011311531066894,-0.0253396406769752,3.0760364532470703,-2.6295294761657715,1006.667236328125,42.519039154052734,15.841841697692873,22.176
444,2023-04-24T23:21:58.048Z,0.0771040022373199,0.2264319956302642,0.9428159594535828,0.0937862694263458,0.0619701296091079,-0.0181748494505882,-57.731258392333984,33.212677001953125,83.37430572509766,0.4071986973285675,-0.0205563455820083,3.0819098949432373,-2.9455933570861816,1006.665771484375,42.50082778930664,16.41523551940918,22.276
446,2023-04-24T23:21:58.149Z,0.0773480013012886,0.105163998901844,0.9889319539070128,0.1197480410337448,0.0476147979497909,-0.0077901408076286,-57.79100799560547,33.00734329223633,83.68144226074219,0.4133627116680145,-0.0183124281466007,3.09116268157959,-2.7849233150482178,1006.6611328125,42.44619369506836,16.369565963745117,22.377
448,2023-04-24T23:21:58.250Z,0.0502640008926391,0.0966240018606185,0.990395963191986,-0.0360177755355834,-0.0003324430435895,-0.0064580217003822,-57.9508056640625,33.01107406616211,84.03355407714844,0.4037160575389862,-0.0200274717062711,3.098954200744629,-2.7639663219451904,1006.66259765625,42.55546188354492,16.303600311279297,22.478
450,2023-04-24T23:21:58.351Z,0.0485559999942779,0.1180959939956665,0.9925919771194458,-0.0669438615441322,-0.0057322429493069,-0.0057488828897476,-58.02824401855469,32.95246124267578,84.08284759521484,0.3915794789791107,-0.0219644755125045,3.1059556007385254,-2.790414333343506,1006.658935546875,42.62831115722656,16.186891555786133,22.579
452,2023-04-24T23:21:58.452Z,-0.0344039984047412,0.0824719965457916,0.995519995689392,-0.2184384316205978,-0.0066485414281487,0.0040249675512313,-58.00059509277344,32.97277069091797,83.9374771118164,0.3637678921222687,-0.0229578297585248,3.1157047748565674,-2.700989246368408,1006.65576171875,42.48261642456055,16.15644645690918,22.68
454,2023-04-24T23:21:58.552Z,0.0427000001072883,0.2266760021448135,0.879863977432251,0.2137487232685089,0.0614629313349723,-0.0234639793634414,-57.860877990722656,33.06741714477539,83.93878173828125,0.382597804069519,-0.0172381326556205,3.1197760105133057,-2.964738368988037,1006.65625,42.50082778930664,16.30867576599121,22.78
456,2023-04-24T23:21:58.652Z,0.0675880014896392,0.0807639956474304,1.0091840028762815,0.0668356269598007,-0.0158115196973085,0.0003597736358642,-57.79390335083008,32.91353225708008,83.83062744140625,0.383403867483139,-0.0209108255803585,3.127260446548462,-2.750817060470581,1006.6611328125,42.55546188354492,16.369565963745117,22.88
458,2023-04-24T23:21:58.753Z,0.0551439970731735,0.1029679998755455,0.9862479567527772,-0.0435966029763221,-0.0056359032168984,-0.0029495656490325,-57.74592208862305,32.8016242980957,84.01290130615234,0.3736961781978607,-0.0230253487825393,3.1342315673828125,-2.776266574859619,1006.665771484375,42.62831115722656,16.41777229309082,22.981
460,2023-04-24T23:21:58.854Z,0.0414799973368644,0.1251720041036605,0.98990797996521,-0.0176387466490268,-0.0022378899157047,0.0010038986802101,-57.78593826293945,32.689701080322266,83.85912322998047,0.3671176135540008,-0.0244757328182458,3.141169548034668,-2.79862117767334,1006.6640625,42.427978515625,16.35434341430664,23.082
462,2023-04-24T23:21:58.954Z,0.0505079999566078,0.1427399963140487,0.9923479557037354,0.1072831973433494,0.0032598972320556,-0.0096862465143203,-57.890750885009766,32.6281623840332,83.61009979248047,0.3733062446117401,-0.0250739399343729,-3.1365342140197754,-2.824864864349365,1006.665771484375,42.591888427734375,16.389863967895508,23.182
464,2023-04-24T23:21:59.054Z,0.0458719991147518,0.0885719954967498,0.9877119660377502,-0.0304669179022312,0.0075359549373388,-0.002661295235157,-57.85700225830078,32.67972946166992,83.34368133544922,0.3647850155830383,-0.0257524028420448,-3.129000663757324,-2.755531072616577,1006.666259765625,42.519039154052734,15.798709869384766,23.282
466,2023-04-24T23:21:59.154Z,0.0478239990770816,0.1407880038022995,0.9864919781684875,0.0046578347682952,0.005092492327094,-0.0032721608877182,-57.8468017578125,32.575382232666016,83.35454559326172,0.3608887195587158,-0.0262805484235286,-3.1230685710906982,-2.822463035583496,1006.664794921875,42.646522521972656,16.29091453552246,23.382
468,2023-04-24T23:21:59.255Z,0.0492879971861839,0.1139479950070381,0.9894199967384338,0.0328076817095279,0.0008027143776416,-0.0062201619148254,-57.889041900634766,32.47510528564453,83.36323547363281,0.3593562543392181,-0.0272575765848159,-3.117065191268921,-2.7907729148864746,1006.662353515625,42.55546188354492,16.257932662963867,23.483
470,2023-04-24T23:21:59.356Z,0.0517279990017414,0.1212679967284202,0.986735999584198,0.0160401351749897,0.0022907182574272,-0.0022117272019386,-57.88923263549805,32.31088638305664,83.50739288330078,0.3563096821308136,-0.0281910970807075,-3.111016273498535,-2.8039114475250244,1006.65576171875,42.53725051879883,16.341657638549805,23.584
472,2023-04-24T23:21:59.456Z,0.0505079999566078,0.1115079969167709,0.9884439706802368,0.0112660638988018,-0.0001501757651567,-0.0033757537603378,-57.89498519897461,32.201908111572266,83.30351257324219,0.352658599615097,-0.0292999967932701,-3.105044364929199,-2.792226791381836,1006.6474609375,42.591888427734375,16.4228458404541,23.684
474,2023-04-24T23:21:59.556Z,0.0485559999942779,0.1183400005102157,0.9882000088691713,0.0005662404000759,0.0019544456154108,-0.006622314453125,-57.89958953857422,32.06992721557617,83.44001007080078,0.3481558263301849,-0.029973741620779,-3.099602699279785,-2.802016496658325,1006.641357421875,42.53725051879883,16.577611923217773,23.784
476,2023-04-24T23:21:59.656Z,0.0507519990205764,0.1219999939203262,0.987223982810974,0.0272833593189716,0.0013209991157054,-0.0065110176801681,-57.95927047729492,32.10994338989258,83.45960998535156,0.3464434146881103,-0.0307015310972929,-3.094390630722046,-2.8074259757995605,1006.63623046875,42.53725051879883,16.16152000427246,23.884
